DOC_NO,PLANT,STAGE,OEM,VEH,PJT,OCC_DATE,REG_DATE,RETURN_YN,RTN_DATE,CTM_DATE,HK_FAULT_YN,COMP_DATE,STATUS,LOCATION,MARKET,M_CODE,TYPE_NAME,CAT_NAME,SUB_CAT_NAME,D2_PROBLEM,D0_EMERGENCY,D4_SMMY,D8_RESULT,D4_ROOT_CAUSE,D5_COUNTERMEASURE,URL
QI-2020-00022,MP,Development,Audi,A1,AU27X,2020-09-01,2020-09-01,N,null,2020-09-04,Y,2020-10-01,Complete,Test,Europe,1026079,Performance,R&H,Wet Handling,"BMG획득 이후 Wet H/D 재현평가 NG 접수('20.11)
   - 승인품(X06) : 8.0 
   - 재현평가품(V01)  : 5.0",Null,불명,아직 반응 없음 (20.12월 기준),null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F80A3D90CB8A9620E0534C081FCA7C72
QI-2020-00027,TP,Development,Honda,CR-V,3A0A,2020-09-01,2020-09-01,N,null,2020-09-04,Y,2020-10-01,Complete,Test,ETC,1024990,Manufacturing,NCF,CTL,KP → TP 이관 개발 시 Rim Cushion assy 폭 및 형상개선 요청,Null,"공장지별 압출기의 적용 Pre former type에 따른 편차 발생
  (KP 1,2,3 공장지내 편차도 발생)
Spec(15, 25mm)으로 제조 될 수 있도록 정상화",이관 불가에 따른 매출이익 감소,null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F80A3D90CB8E9620E0534C081FCA7C72
QI-2020-00026,KP,Development,KMC,K8,GL3,2020-09-01,2020-09-01,N,null,2020-09-04,Y,2020-10-01,Complete,Internal,ETC,1025515,Performance,Lab test,TTM,"승인품(3.5차) PS18 1개 OK, 1개 NG (1:25 Bead burst)
P생산품(Fleet내구용) 2개 NG
(1:21 Bead sepa, 1:30 Bead sepa)
P생산품(P1공급용) 2개 NG
(1:05 S/W sepa, 1:02 Bead sepa)",Null,"3차부터 하중, 공기압 조건 변경
설계 미흡??
PS18 검증 사전에 안됨
(승인품 7/24 제조, 8/21 승인, 8/24 의뢰, 8/26 P스펙 나감) ","스펙 보강하여 시험용 제작(9/23 성형)
->개선 효과 확인",null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F80A6DCE32019644E0534C081FCA2148
QI-2020-00025,JP,Development,VW,Tayron,A SUV PA,2020-09-01,2020-09-01,N,null,2020-09-04,Y,2020-10-01,Complete,Internal,ETC,1027056,Performance,Lab test,TTM,성능승인품 5개중 2개 PS16 NG (Bead sepa),Null,"확인 중 (10월 2주 고속내구 재평가 예정)
기존 평가품은 Scrap 되어 분석 미진행",Null,null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F80A87CF72B69640E0534C081FCAB428
QI-2020-00024,KP,Tech Service Only - Local,null,null,null,2020-09-01,2020-09-01,Y,2021-02-01,2021-09-30,Y,2021-12-31,Complete,Filed,Europe,3002399,Policy,Sidewall Crack,Sidewall Crack,"Sidewall Indicator Crack
• 타이어 Sidewall부에 주상등각 4개소로 설치된 Indicator를 기점으로 사선 방향의 Crack이 발생되며, Carcass까지 Crack이 전달되어 부식/절단 발생.",Null,"1) Indicator 개선 (직경 10mm/Depth 5mm)품에서 Crack 발생 Return 접수되기 시작됨 ('20.09~)
2) 물성 및 단면 비교 분석 완료 [폴란드 AU03+ 고품]
    : 미발생 사용완료품(2ea) vs Crack 발생 고품(2ea)
      → 장기사용에 따른 노화에 의한 노방제 함량의 감소만 있을 뿐, Crack 을 유발한 재료 측면의
         특이점 확인되지 않음.","• 중국 275/70R22.5 AU81 동 이슈에 대한 Indicator 삭제 결정 ('19.06) (구주 제외)
• 한국 275/70R22.5 AU04 동 이슈에 대한 Indicator 삭제 결정 ('19.06)
• S/W Indicator 10mm(개선, DOT1118~)에서 Return 최초 접수 (폴란드, '20.09)
• 이후, 추가 접수된 Fleet에서 Crack발생 2본, 미발생 2본 선별하여 고품송부완료
• 연구소 유관팀 고품 조사, 협의 (3/3)
  - 발생/미발생 고품 비교 분석 (Crack Solution TFT 김성규)
    ② S/W Ga., Cord wave 확인
    ③ 배합제/인장물성 완료(4/26) → 배합제/인장물성/노방제 잔량 분석 결과, 정상품과 특이점 없음 결론
  - S/W Indicator 형상에 따른 Strain 비교 FE 해석 진행 (VT Project 김학구)
    ① 구주시장용 AU03+(AU04+) - 해석 4개 案 (Depth 5mm 고정, 외경 및 R가공값 변경)
    ② 구주시장용 AU06 - 해석 3개 案 (Depth 2.5mm 고정, 외경 및 R가공값 변경)
  - S/W Indicator 형상에 따른 Strain 비교 FE 해석
     ① New-Type 3번 형상에서 현용대비 유리한 결과
         (Depth : 5mm, 내경 : 10mm, 외경 : 15.1mm, 모서리R : 3mm)
     ② New-Type 3번 형상으로 기존 몰드 개조(시험판매)
• 외경 22.1mm 형상 결정 (3차 Crack Solution 회의)
• S/W Indicator 4개소 → 3개소로 MC와 동일하게 축소하는 방향 결정
• Indicator 형상에 따라 Crack 발생 영향도 Crack Solution에서 분석 진행
• KP S/W Indicator Crack 개선 Mold 적용 완료(22.01.20) / DOT 0422
• CP S/W Indicator 개선 Mold 입고 完 (10/29)",null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F80A6DCE32059644E0534C081FCA2148
QI-2020-00023,KP,Tech Service Only - Local,null,null,null,2020-09-01,2020-09-01,N,null,2020-12-27,Y,2021-06-30,Complete,Filed,North America,3002488,Warranty,Policy,Irregular Wear,"불규칙 마모
• 주로 최외곽 Rib에서 Shoulder Step Wear & River Wear 발생",Null,"• 타사vs당사품 공기압별 불규칙마모 특성 비교평가 진행 中
   (AL21,MC 실내 마모 완료, 추가 AL21(TBR1,2_9월제조품) 동접지 완료)
  → 기존 AL21,MC품 (12월 內)실내마모 분석 완료 
  → AL21 개선 시험용 실내 마모 평가 후 불규칙 마모 발생 유무 확인 
      (개선안 : Belt 형상 최적화→접지 형상 최적화 )  ","• 이슈 발생한 Fleet 출장 점검 (사용조건 등)
  - 원인: 공기압 부족 → 공기압 관리 가이드
• 마찰에너지 및 실내마모 결과를 토대로 개선안 도출 및 제조 평가 진행 예정
  실내 마모 결과 분석 및 개선 시험용 Spec 발행 완료(21년 1월) 및 1차 시험용 제조 완료('21년 2월) 
• 1차 개선 시험용 제조 완료 (2/4일), 시험의뢰 완료 (2/16일), 실내 및 마모 시험 완료
   - 마찰E, 동접지, CTWIST, 실내 마모 완료 (MC X LINE ENERGY Z 동등 수준)
   - Belt 내구 결과 (양산 내구 기준 NG : TC21 34~50hr : Spec 100hr 이상 ) : 현용품 TC21 평가 예정
     : 불규칙 마모 2차 시험용 Tread 압출물 NG로 4월 2주쨰 시험용 제조 예정
• 현용품 평가 결과 양산 내구 기준 NG, 2차 시험용 제조 완료 및 실내 및 마모 시험 진행 中 
• 마케팅, 품질 협의하여 AL21 개선 여부 결정 및 TC21 사규미달 원인 분석 (4월 품질 회의록 결정 사항)
  - 개선 추진 결정 (5/7, 미주본부/연구소/품질/마케팅 회의)
  - OE규격으로 승인 등 세부 일정 수립 중
• 개선 Spec 정규 적용 및 현장 결재 완료
  - G.OE품질팀 승인완료(5/26), 
  - 개선안 적용 Spec 발행 (6/1), 현장 적용 완료(7/12)
 ♠ Main #2~3Belt 폭 확대(5mm↑), Tread Profile - Sho'd ga. 변경을 통한 접지형상 변화 (Positive arc. 구현)",null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F80AA570562D9DCAE0534C081FCAFAAB
QI-2020-00018,JP,Development,VW,Tiguan,TIGUAN L PA,2020-08-01,2020-08-01,N,null,2020-08-04,Y,2020-08-31,Complete,Test,ETC,1025503,Performance,Lab test,TTM,"고속주행(PS16) 성능 NG 발생
 → 무사고(50분)/주행(50분)후 S/W Peeling 발생으로 NG",Null,"평가 시 주행시간 편차 큼(PA or C/C Joint 사고)
 → 보강벨트 JF757(Spec:JF535) & S22(Spec: S24)
     적용 시 70분 무사고
 → 강건 Spec 적용 필요",한국타이어 기술력 하락 및 65 series Sourcing 불가 우려,null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F809FD3BD8908EC4E0534C081FCAA087
QI-2020-00021,TP,Development,Renault-Nissan,Pathfinder,P42QR,2020-08-01,2020-08-01,N,null,2020-08-04,Y,2020-08-31,Complete,Test,North America,1026444,Performance,R&H,Wet Handling,"N검증 중 승인품 대비 실차 R&H 편차 발생
* N 검증용 내부 Screen 시 NG  (G'Track)
   - Dry, Wet 성능 0.5 포인트 저조
   - P생산품 3Set 모두 한계 영역 선회 중
     Fr, Rr Grip Balance 0.5 포인트 저조",Null," 1) 단면 차이
   - 승인품 대비 BFG 1.3mm↑, 1TUAH 3mm↑ 차이 
 2) Dimension 차이 → 제조 당시 PCI 누락으로 추정
   - 승인품 대비 SW 1.5mm↑ 
 3) 물성 차이
    - 승인품 대비 Tread 30℃ G3 약 13%↑, 300%M 약 8%↑
    - 승인품 대비 S/W 300% Modulus 약 13%↓
2차 N검증품 제출 (P09 스펙)
 1) 승인품 수준으로 단면 구현
 2) PCI 압력 히스토리 관리 화면
    (CCR) 및 Foolproof 구축 완료",Null,null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F80A0E9922E78EE0E0534C081FCAA5D5
QI-2020-00020,TP,Development,Renault-Nissan,Pathfinder,P42QR,2020-08-01,2020-08-01,N,null,2020-08-04,Y,2020-08-31,Complete,Internal,North America,1026444,Performance,R&H,Wet Handling,"N검증 중 승인품 대비 실차 R&H 편차 발생
* N 검증용 내부 Screen 시 NG  (G'Track)
   - Dry, Wet 성능 0.5 포인트 저조
   - P생산품 3Set 모두 한계 영역 선회 중
     Fr, Rr Grip Balance 0.5 포인트 저조",Null," 1) 단면 차이
   - 승인품 대비 BFG 1.3mm↑, 1TUAH 3mm↑ 차이 
 2) Dimension 차이 → 제조 당시 PCI 누락으로 추정
   - 승인품 대비 SW 1.5mm↑ 
 3) 물성 차이
    - 승인품 대비 Tread 30℃ G3 약 13%↑, 300%M 약 8%↑
    - 승인품 대비 S/W 300% Modulus 약 13%↓","2차 N검증품 제출 (P09 스펙)
 1) 승인품 수준으로 단면 구현
 2) PCI 압력 히스토리 관리 화면(CCR) 및 
    Foolproof 구축 완료",null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F809D66030DA8EC0E0534C081FCADBDE
QI-2020-00019,TP,Development,Renault-Nissan,Pathfinder,P42QR,2020-08-01,2020-08-01,N,null,2020-08-04,Y,2020-08-31,Complete,Internal,North America,1026444,Performance,Lab test,Dimension,"SLR NG
 - ER : 351±4(347~355), 실측 : 345~6mm 수준",Null," 1) Mold 개조 당시 SLR NG 인지함. 
  - OD vs SLR 두 개의 성능 중, OD를 우선 만족하기로 결정.
 2) Nissan 측에 ER 변경 요청 못함 
  - 당시, 7~8차 서브미션 진행으로 개발 지연에 따라 
    일본 OE팀에서 Nissan 측에 ER 변경 요청 못함.","승인도에 SLR 값 우선 지워서 제출
(프로젝트마다 SLR값이 ER에 포함되지 않는 경우 있음)
Nissan에서 기입 요구할 경우 347mm로 제출",null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F809FD3BD8948EC4E0534C081FCAA087
QI-2020-00015,MP,Development,BMW,3-Series,G20/26,2020-07-01,2020-07-01,N,null,2020-07-04,Y,2020-07-31,Complete,Test,ETC,1019631,Endurance,Crack,SIR,"Field Test 완료품 Soft Handling Test 위해 
Rim 탈착시 Broken SIR 확인 ",Null,"비정상 Mold Profile(무한접지) 로 추정됨 
(Rolling Circumference NG : 전/후륜 차이 1%초과)","한국타이어 신뢰 하락
고객 안전 Risk 상존",null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F809D66030CE8EC0E0534C081FCADBDE
QI-2020-00017,MP,Development,Audi,A1,AU27X,2020-07-01,2020-07-01,N,null,2020-07-04,Y,2020-07-31,Complete,Test,Europe,1026079,Performance,R&H,Dry handling,"재제조품 Dry Handling 편차 발생 (0.5 point 저조)
 - 승인품 : 7.0 vs 재제조품 6.5",Null,"- Belt 폭 차이로 인한 편차 발생 추정
승인품 2 Belt 폭이 6.6mm 큼 (스펙은 동일)
Screen Test 시 Belt 폭 복원한 Sample 성능 ok
PSA에 Sample 제출 완료
- 추가 분석 진행 중",한국타이어 신뢰 하락,null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F809D66030D28EC0E0534C081FCADBDE
QI-2020-00016,MP,Development,Audi,Q3,AU326,2020-07-01,2020-07-01,N,null,2020-07-04,Y,2020-07-31,Complete,Test,Europe,1025879,Performance,R&H,Wet Handling,"승인품 대비 P생산품 Wet Handling 편차발생(BMG 획득 이후)
 - 승인품 : 6.5, 6.0, 6.5
 - 재평가 : 5.0, 5.0, 5.0",Null,불명,시간 / 공수 소요,null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F809D66030D68EC0E0534C081FCADBDE
QI-2020-00009,DP,Development,HMC,Avante,CN7 N,2020-06-01,2020-06-01,N,null,2020-06-04,Y,2020-07-01,Complete,Test,ETC,1024039,Performance,Lab test,Compound Property,"제동승인품 vs 내구시험품 vs 신품 간 물성, 배합제 편차 발생",Null,"1) 제동승인품 (4119) 의 물성편차
 → 압출작업 시 전컴파운드인 P27 혼입

2) 내구시험품 (4819) 의 배합제 편차
 → 회수카본 투입 시점에 따른 편차발생 + @","한국타이어 신뢰 하락
시간 / 공수 소요 / Test 비용 소요",null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F8096B42232F871AE0534C081FCAD5CF
QI-2020-00014,IP,Development,Honda,Vezel,3M0A,2020-06-01,2020-06-01,N,null,2020-06-04,Y,2020-07-01,Complete,Test,ETC,1025593,Performance,Lab test,RR,"N검증품(재제조) vs 승인품 RR 편차 발생 (Honda 측정 시) 
 → 승인품 RR : 72.2 vs N검증품 RR : 77.1, 77.6 (Max 75)",Null,"1) 물성차이 → 고무 조건 원복
 : P19S008+ 리쿱25%(N검증품) 
   → P19S007 + 리쿱20% (승인품, 2차N검증품)
2) 단면차이
 : 서브트레드 면적 승인품 수준 복원 + 스펙 현실화
 : CTEP.D 일부 복원",N검증 승인 지연,null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F8096B42232B871AE0534C081FCAD5CF
QI-2020-00013,DP,Development,HMC,Avante,CN7 N,2020-06-01,2020-06-01,N,null,2020-06-04,Y,2020-07-01,Complete,Test,ETC,1024039,Performance,NVH,Noise,60/80/100kph 웅웅 소음 및 108kph 공명음 과다,Null,주행 중 16차 성분 가진에 의해 발생하는 것으로 판단되나 정확한 원인분석안됨,한국타이어 신뢰 하락,null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F809938F6B428726E0534C081FCA0894
QI-2020-00012,CP,Development,VW,ID.4,A-SUVE,2020-06-01,2020-06-01,N,null,2020-06-04,Y,2020-07-01,Complete,Test,null,1025295,Performance,R&H,Wet Handling,"SKODA & AUDI에 carry over 평가 시 SKODA에서 
승인품 대비 Wet Handling 성능 Down 발생 (AUDI OK)
VW 추가 평가시 Wet handling 승인품 대비 1.5 point 저하",Null,"불명. 추정원인은, 
  1) Multi Tread Ga. 편차 → 구현품도 NG 
  2) P27 각종 변경으로 인한 물성 차이
  3) Cap2 컴파운드 변경 (P52 ↔ P02)
  4) 각종 Spec 의 변화 (가류온도 등)","동 건은 개발당시도 WET 평가를 누락하여 
개선개발 수준으로 공급은 지속됨. 
단, 앞으로 VW도 초기양산품 성능 TEST 지속하게 됨",null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F809A60329F78744E0534C081FCAB518
QI-2020-00011,CP,Development,VW,ID.4,A-SUVE,2020-06-01,2020-06-01,N,null,2020-06-04,Y,2020-07-01,Complete,Test,ASIA(Japan),1025295,Performance,R&H,Wet Handling,"SKODA & AUDI에 carry over 평가 시 SKODA에서 
승인품 대비 Wet Handling 성능 Down 발생 (AUDI OK)
VW 추가 평가시 Wet handling 승인품 대비 1.5 point 저하",Null,"불명. 추정원인은, 
  1) Multi Tread Ga. 편차 → 구현품도 NG 
  2) P27 각종 변경으로 인한 물성 차이
  3) Cap2 컴파운드 변경 (P52 ↔ P02)
  4) 각종 Spec 의 변화 (가류온도 등)","동 건은 개발당시도 WET 평가를 누락하여 
개선개발 수준으로 공급은 지속됨. 
단, 앞으로 VW도 초기양산품 성능 TEST 지속하게 됨",null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F809B6474C308724E0534C081FCA0632
QI-2020-00010,DP,Development,HMC,Kona,OS PE,2020-06-01,2020-06-01,N,null,2020-06-04,Y,2020-07-01,Complete,Internal,ETC,1025644,Performance,Lab test,Dimension,"PRAT 편차 이슈
 - 승인품 -1.51 수준 VS. 양시품 -2.8 수준 (1.3 변화???)",Null,불명,DATA 조작,null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F809C7A986B08722E0534C081FCA13FF
QI-2020-00004,DP,Development,HMC,Kona,OS PE,2020-05-01,2020-05-01,N,null,2020-05-04,Y,2020-05-31,Complete,Test,ETC,1027041,Performance,Lab test,RR,승인품 대비 P생산품 RRc 0.3 Down,Null,"물성 안정화 미흡한 Compound P21 시험용 사용
  - P27X135 60도 TanD : 0.12
  - P21 전환 후 : 0.09","한국타이어 신뢰 하락
가류온도 승온에 따른 RRc외 성능 안정성 의구심",null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F8090421A4957F90E0534C081FCA28CC
QI-2020-00008,KP,Development,KMC,Carnival,KA4,2020-05-01,2020-05-01,N,null,2020-05-04,Y,2020-05-31,Complete,Test,ETC,1024124,Performance,NVH,Noise,"승인품 대비 P생산품 40km/h(저속) 속도에서 
170Hz 영역 Booming Noise 편차 발생",Null,"불명
 → KMC에서 실시한 NVH 시험 노면이 표준과 달라 원인규명 어려움
 → 단품 시험 결과 특이사항 없음으로 대응 완료
 → 단면 상 SW Ga., TBG가 다르나 차량대여가 어려워 실차시험 불가로
     원인분석 종결",한국타이어 신뢰 하락,null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F8094170CF427F94E0534C081FCAF502
QI-2020-00007,TP,Development,Honda,HR-V,3W0A,2020-05-01,2020-05-01,N,null,2020-05-04,Y,2020-05-31,Complete,Test,ETC,1025718,Performance,R&H,Dry handling,"Lateral Mu 성능 편차 (0.5S vs 1.2S)
  - 요구치 : 고하중(4330N)1.15, 저하중(2990N)1.20
  - 0.5S : 1.15 / 1.20
  - 1.2S : 1.10 / 1.14
  - 1.2-2 : 1.1 / 1.15
  - 1.2-2(추가개선) : 1.12 / 1.17 ",Null,"1) 물성차이 -> P53 물성치 향상
 : 혼합조건 변경하여 30℃ E* 향상시킨 P53X 적용
2) 구조 개선 진행 
 : F/S 및 Belt 형상 최적화",개발 지연 / 컴파운드 2원화?,null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F8094170CF467F94E0534C081FCAF502
QI-2020-00006,TP,Development,Honda,HR-V,3W0A,2020-05-01,2020-05-01,N,null,2020-05-04,Y,2020-05-31,Complete,Test,ETC,1025719,Performance,R&H,Dry handling,"Lateral Mu 성능 편차 (0.5S vs 1.2S)
  - 요구치 : 고하중(4330N)1.15, 저하중(2990N)1.20
  - 0.5S : 1.15 / 1.20
  - 1.2S : 1.10 / 1.14
  - 1.2-2 : 1.1 / 1.15
  - 1.2-2(추가개선) : 1.12 / 1.17 ",Null,"1) 물성차이 -> P53 물성치 향상
 : 혼합조건 변경하여 30℃ E* 향상시킨 P53X 적용
2) 구조 개선 진행 
 : F/S 및 Belt 형상 최적화",개발 지연 / 컴파운드 2원화?,null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F8095D49F6F57FB0E0534C081FCAC2BC
QI-2020-00005,MP,Development,Ford,Focus,C519A,2020-05-01,2020-05-01,N,null,2020-05-04,Y,2020-05-31,Complete,Test,Europe,1021984,Performance,Wear,Chunking,Tread Chunking,Null,"품평팀은 Cap Tread Gauge 부족 이슈로 분석
LRR P08 의 유/불리는 검증되지 않음",Null,null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F8096B422327871AE0534C081FCAD5CF
QI-2020-00003,DP,Development,HMC,i20,BC3,2020-04-01,2020-04-01,N,null,2020-04-04,Y,2020-05-01,Complete,Test,ETC,1024185,Endurance,Separation,C/C,"Fleet 내구 완료품의 C/C 올빠짐 이슈 
(한국타이어만 유독 자주 나온다)",Null,C/C 재단 Perporation 이슈 (주로 Pin Type),"Fleet 내구용 별도 생산 절차로 인한 복잡성, 공수",null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F8090421A4917F90E0534C081FCA28CC
QI-2020-00001,DP,Development,GM,Silverado,T1XXH,2020-03-01,2020-03-01,N,null,2020-03-04,Y,2020-03-31,Complete,Test,North America,2021223,Endurance,Crack,S/W,"Validation 진행 중 
ATE평가 완료 후 S/W Block Crack 발생",Null," S/W Block 모서리 직각 형상, Sho'd wedge 노출
 → 개선후 S/W Block Crack 내구평가 진행 
     RT03대비 내구개선확인.",시간 / 공수 소요,null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F808B4AB182877EEE0534C081FCAB078
QI-2020-00002,DP,Development,HMC,i20,BC3,2020-03-01,2020-03-01,N,null,2020-03-04,Y,2020-03-31,Complete,Internal,ETC,1024183,Performance,Lab test,Dimension,SW 편차,null,"PCI 누락으로 추정
(대전공장 PCI이력관리 시스템 없음)
  가류 CCR Room 모니터링 항목 정상화(저장 or 관리)
   - Shapping 압력(1차, 2차, Peak) PCI 압력& Rim 폭,
      Pulling Time 유압 가류기 배정 (답은 아님)",유압 가류기 배정 (답은 아님),null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F808B4AB182C77EEE0534C081FCAB078
QI-2019-00019,DP,Tech Service Only - Local,null,null,null,2019-11-01,2019-11-01,N,null,2019-11-12,Y,2020-03-31,Complete,Filed,null,3003117,Policy,S/W SEPA,S/W Sepa(due to EC),"Sidewall Sepa.
(due to EC)","• 고품 분석결과
 ① 약 65% S/W Joint부에서 발생 (바코드(I/L Joint) 기준으로 편차 有)
 ② 국부적인 C/C Cord 노출 (100mm 이내가 대부분)
     → 일반부 확인 시 I/L Ga. 확보 됨
 ③ 고품 DOT 확인 시 1월~2월 사이 LOT에서 집중 됨 (1/24~2/10)
• 제조 분석
 ① 18년 11월~ 19년 4월 內 S/W Joint Issue가 있었으며 이로인한 EC부적합 발생 有 (유사 규격)
 ② 원인 : Sidewall (컷팅물) 절단면 불균일 + S/W Joint 작업 변경 (HV250 도포 → 할로겐 히팅)
 ※ 시장조건이 가혹한 것으로 추정 됨 (과공기압, 과적), 세부적인 시장 조사 필요 ",-. Sidewall Joint Open에 의한 국부적인 EC발생,"• 반제품 균일성 및 성형 Joint 강화, 검사 강화, Spec 보완으로 상품성 향상
• 제조 균일성 향상
 ① 성형 S/W 수동 Joint 강화 (2월)
 ② 325/95R24 생산설비 할로겐 램프 위치 최적화 (8월)
 ③ GT 중량계 측정 정상화 (11월) 및 GT 중량계 4대 추가 설치 (20년 투자 계획 반영 完)
 ④ Sidewall 절단면 균일성 확보
    -. 절단 Skiver 연마/교체 주기 단축 (1회/월)
    -. S/W 압출기 절단 前 누름롤 설치 및 Skiver 절단 횟수 관리 강화 (12월 限)
 ⑤ 325/95R24 규격 GT 중량 강화 (12월 限, 기존 -3% → -2% )
• 검사 강화
 ① EC 특별 관리 규격 선정 및 관리 (24Inch, 12R22.5, 295/80R22.5 전규격, 5월))
 ② LOT품 CTL에서 ILG(I/L Ga.) 판정 항목으로 관리 (11월)
 ③ 24Inch ECM 검출기 전수검사 진행 (12/3 이후~)
    -. 3mm 이하 Scrap, 3.5mm 이하 LOT 전수 검사 진행
    -. 부적합품에 대한 분석 및 개선 (제조, 품질기술팀)
• Spec 측면 : 보강 Spec 발행 완료 (2/4),  Drum폭 3mm ↑ (699 → 702)
• 판매 현황 Up-date (20.4월)
 ① 20.3월 180여개 추가 Claim 접수됨 : 카이로 지점 자체 판정 결과 80개 EC / 90여개 판정 보류
    → 판정 보류품에 대해서는 본사에 재검토 요청 (~4월 限)",null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F80611EFA18D3F77E0534C081FCAD349
QI-2019-00017,DP,Development,HMC,Avante,CN7,2019-10-01,2019-10-01,N,null,2019-10-04,Y,2019-10-31,Complete,Test,ETC,1024034,Performance,NVH,Noise,시험용과 임시생산품간 230Hz영역 공진음 차이 (4db),Null,불명,"1년간 타이어 제공 및 집중 모니터링
각종 측정 부담 
감사 --> TMI 지수 하락 (DP)",null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F80611EFA1893F77E0534C081FCAD349
QI-2019-00018,TP,Development,GM,Equinox,D2UG,2019-10-01,2019-10-01,N,null,2019-10-04,Y,2019-10-31,Complete,Test,North America,1024217,Performance,NVH,Flat spot,3차 Sub 제품 대비 4차 Sub 제품의  성능 저조,Null,불명,시간 / 공수 소요 / Test 비용 소요,null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=F80641DFC82C3ECDE0534C081FCAE309
